,Item_name,Item number 1,Item number 2,Item number 3
331,Traversing auguille d'entreves,Lead an examined life poster|уровень: 0.999459| id: 68,Flyfishing the athabasca poster|уровень: 0.999173| id: 489,Going big in b.c. poster|уровень: 0.999128| id: 47
332,Trout head t-shirt,Future of the earth t-shirt|уровень: 0.999457| id: 422,Wind path t-shirt|уровень: 0.999293| id: 396,Tarpon t-shirt|уровень: 0.999272| id: 321
333,Live simply deer t-shirt,Live simply pelican t-shirt|уровень: 0.999635| id: 335,Live simply deer t-shirt|уровень: 0.999631| id: 71,Wheat t-shirt|уровень: 0.999564| id: 236
334,Live simply guitar t-shirt,Live simply guitar t-shirt|уровень: 0.999604| id: 72,Cap 1 graphic t-shirt|уровень: 0.999407| id: 339,Guidewater shorts|уровень: 0.999210| id: 51
335,Live simply pelican t-shirt,Live simply deer t-shirt|уровень: 0.999635| id: 333,Hills t-shirt|уровень: 0.999454| id: 184,Live simply deer t-shirt|уровень: 0.999329| id: 71
336,L/s gravi-tee,Astrid tank|уровень: 0.998485| id: 161,Astrid top|уровень: 0.997959| id: 309,Gravitee tank|уровень: 0.997926| id: 182
337,Ultra hw mountaineering socks,Ulw hiking crew socks|уровень: 0.999464| id: 147,Lw endurance quarter socks|уровень: 0.999437| id: 79,Ultra lw endurance ped socks|уровень: 0.999356| id: 338
338,Ultra lw endurance ped socks,Lw endurance quarter socks|уровень: 0.999440| id: 79,Ultra hw mountaineering socks|уровень: 0.999356| id: 337,Ulw hiking crew socks|уровень: 0.999241| id: 147
339,Cap 1 graphic t-shirt,Cap 1 graphic t-shirt|уровень: 0.999876| id: 19,Cap 1 graphic crew|уровень: 0.999625| id: 487,Cap 1 t-shirt|уровень: 0.999571| id: 171
340,Cap 1 scoop,Cap 1 t-shirt|уровень: 0.999639| id: 171,Cap 1 bottoms|уровень: 0.999550| id: 170,Cap 1 crew|уровень: 0.999511| id: 486
341,Riverwalker vest,Guidewater vest|уровень: 0.999504| id: 52,Insulator pants|уровень: 0.999405| id: 56,Borderless shorts-7 in.|уровень: 0.999354| id: 15
342,Rock guide pants,Rock guide shorts|уровень: 0.999728| id: 114,Rock guide pants|уровень: 0.999670| id: 212,Rock guide shorts|уровень: 0.999543| id: 213
343,Velocity visor,Velocity cap|уровень: 0.999254| id: 148,Cap 1 graphic crew|уровень: 0.998719| id: 487,Logo visor|уровень: 0.998701| id: 448
344,Versatiliti polo,Ester top|уровень: 0.998348| id: 284,Highwater pfd vest|уровень: 0.998280| id: 53,Sol patrol shirt|уровень: 0.998219| id: 256
345,Versatiliti tee,Versatiliti tank|уровень: 0.998822| id: 297,Girl's cotton tank dress|уровень: 0.998696| id: 46,Sleeveless a/c shirt|уровень: 0.998559| id: 217
346,Vintage logo pkt t-shirt,Text logo t-shirt|уровень: 0.999209| id: 137,Morning glory cross-back tank|уровень: 0.999117| id: 205,Planer t-shirt|уровень: 0.999003| id: 101
347,Runshade t-shirt,Runshade t-shirt|уровень: 0.999680| id: 244,Watermaster hip highs|уровень: 0.999188| id: 149,Mlc|уровень: 0.999123| id: 429
348,Shelled insulator pants,Riverwalker|уровень: 0.999425| id: 113,Riverwalker|уровень: 0.999210| id: 419,Riverwalker|уровень: 0.999210| id: 112
349,Shop pants,Shop pants|уровень: 0.999985| id: 117,Shop pants|уровень: 0.999984| id: 118,Custodian pants|уровень: 0.999358| id: 31
350,Rain shadow pants,Rain shadow pants|уровень: 1.000000| id: 106,Rain shadow trench coat|уровень: 0.999101| id: 351,Rain shadow jkt|уровень: 0.998792| id: 211
351,Rain shadow trench coat,Rain shadow jkt|уровень: 0.999416| id: 381,Rain shadow jkt|уровень: 0.999396| id: 211,Torrentshell pants|уровень: 0.999194| id: 140
352,Simple guide pants,Simple guide pants|уровень: 0.999781| id: 216,Traverse pants|уровень: 0.999516| id: 330,Lw travel courier|уровень: 0.999359| id: 388
353,Single shot,Daily grind|уровень: 0.999701| id: 463,Mlc wheelie|уровень: 0.999235| id: 93,Crosstown|уровень: 0.999201| id: 30
354,Watermaster waders,Watermaster waders|уровень: 0.999999| id: 152,Watermaster waders|уровень: 0.999998| id: 366,Watermaster waders|уровень: 0.999998| id: 153
355,S/s a/c shirt,S/s a/c shirt|уровень: 0.999091| id: 224,Pinback top|уровень: 0.998676| id: 289,Vasana top|уровень: 0.998574| id: 294
356,S/s casitas shirt,Elsa tunic|уровень: 0.998682| id: 181,S/s pragmatist shirt|уровень: 0.998437| id: 125,Serenity tights|уровень: 0.998388| id: 214
357,S/s el ray shirt,L/s el ray shirt|уровень: 0.999614| id: 450,Meridian board shorts|уровень: 0.999021| id: 258,S/s island hopper shirt|уровень: 0.998801| id: 124
358,Cap 2 cap sleeve,Cap 2 t-shirt|уровень: 0.999712| id: 359,Cap 2 zip neck|уровень: 0.999571| id: 22,Cap 2 t-shirt|уровень: 0.999539| id: 21
359,Cap 2 t-shirt,Cap 2 t-shirt|уровень: 0.999748| id: 21,Cap 2 cap sleeve|уровень: 0.999712| id: 358,Cap 2 crew|уровень: 0.999559| id: 496
360,S/s rashguard,L/s rashguard|уровень: 0.999962| id: 76,L/s hooded rashguard|уровень: 0.999591| id: 74,S/s rashguard|уровень: 0.999149| id: 225
361,S/s sol patrol shirt,L/s sol patrol shirt|уровень: 0.999406| id: 477,Rock guide shorts|уровень: 0.999166| id: 114,Rock guide pants|уровень: 0.999159| id: 342
362,S/s squeaky clean polo shirt,Cap 1 scoop|уровень: 0.999043| id: 340,Undercover cami|уровень: 0.999005| id: 232,Simply organic top|уровень: 0.998963| id: 250
363,Nine trails vest,Nine trails vest|уровень: 0.999997| id: 209,Nine trails jkt|уровень: 0.999574| id: 280,Nine trails jkt|уровень: 0.999241| id: 95
364,Organic cotton boxers,Shop pants|уровень: 0.999286| id: 117,Shop pants|уровень: 0.999262| id: 349,Shop pants|уровень: 0.999200| id: 118
365,Organic cotton under tee,Trout silhouette t-shirt|уровень: 0.999486| id: 143,Retro grade shorts|уровень: 0.999216| id: 399,Remat|уровень: 0.999097| id: 110
366,Watermaster waders,Watermaster waders|уровень: 0.999998| id: 354,Watermaster waders|уровень: 0.999998| id: 153,Watermaster waders|уровень: 0.999998| id: 152
367,Pack vest,Crosstown|уровень: 0.999510| id: 30,Hip chest pack|уровень: 0.999334| id: 54,Double haul|уровень: 0.999291| id: 471
368,Stand up shorts-5 in.,Stand up shorts-5 in.|уровень: 1.000000| id: 368,Retro grade shorts|уровень: 0.999049| id: 399,Butterfly logo t-shirt|уровень: 0.998951| id: 169
369,Stand up shorts-7 in.,Stand up shorts-5 in.|уровень: 1.000000| id: 368,Retro grade shorts|уровень: 0.999049| id: 399,Butterfly logo t-shirt|уровень: 0.998951| id: 169
370,Sticks 'n stones morocco poster,Wyoming climbing poster|уровень: 0.999402| id: 237,Going big in b.c. poster|уровень: 0.999348| id: 47,Symmetry w16 poster|уровень: 0.999001| id: 318
371,Peregrine t-shirt,Fish frenzy t-shirt|уровень: 0.999422| id: 40,Dragoons t-shirt|уровень: 0.999350| id: 35,Cerro torre one t-shirt|уровень: 0.999234| id: 447
372,Permit silhouette t-shirt,Text logo t-shirt|уровень: 0.999448| id: 137,Butterfly logo t-shirt|уровень: 0.999380| id: 169,Dala horse t-shirt|уровень: 0.999369| id: 176
373,Pique fleece 1/4 zip,Mlc wheelie|уровень: 0.998532| id: 93,Aravis 1/4 zip|уровень: 0.998526| id: 308,Single shot|уровень: 0.998512| id: 353
374,Pique vitaliti polo shirt,L/s steersman shirt|уровень: 0.999246| id: 77,Cap 1 graphic t-shirt|уровень: 0.999156| id: 19,Borderless zip-off pants|уровень: 0.999102| id: 329
375,Polo shirt,Lw hiking crew socks|уровень: 0.998440| id: 80,Mw hiking crew socks|уровень: 0.998440| id: 456,Island hemp pants|уровень: 0.998395| id: 188
376,Quiet please t-shirt,Multi use shorts|уровень: 0.999173| id: 206,Stormfront duffel 100|уровень: 0.999027| id: 129,Bouquet t-shirt|уровень: 0.998888| id: 168
377,R1 full-zip jkt,R1 full-zip jkt|уровень: 0.999981| id: 262,R1 p/o|уровень: 0.999507| id: 105,R1 p/o|уровень: 0.999442| id: 263
378,Lw guide pants,Lw guide pants|уровень: 0.999939| id: 383,Houdini full-zip jkt|уровень: 0.999317| id: 404,Houdini full-zip jkt|уровень: 0.999310| id: 292
379,Lw r4 jkt,Lw r4 jkt|уровень: 0.999949| id: 81,Storm light jkt|уровень: 0.999547| id: 266,Storm light jkt|уровень: 0.999482| id: 385
380,R2 jkt,R2 jkt|уровень: 0.999945| id: 210,R1 hoody|уровень: 0.999613| id: 104,Storm light jkt|уровень: 0.999542| id: 266
381,Rain shadow jkt,Rain shadow jkt|уровень: 0.999980| id: 211,Rain shadow trench coat|уровень: 0.999416| id: 351,Watermaster waders|уровень: 0.999245| id: 152
382,Lw everyday socks,Ultra hw mountaineering socks|уровень: 0.998694| id: 337,Ulw hiking crew socks|уровень: 0.998683| id: 147,Mw hiking crew socks|уровень: 0.998556| id: 456
383,Lw guide pants,Lw guide pants|уровень: 0.999939| id: 378,Houdini full-zip jkt|уровень: 0.999430| id: 292,Houdini full-zip jkt|уровень: 0.999414| id: 404
384,Lw hiking crew liner socks,Riverwalker|уровень: 0.999550| id: 112,Marlwalker|уровень: 0.999539| id: 397,Riverwalker|уровень: 0.999528| id: 419
385,Storm light jkt,Storm light jkt|уровень: 0.999960| id: 266,Lw r4 jkt|уровень: 0.999522| id: 81,R2 jkt|уровень: 0.999483| id: 380
386,Stretch ascent jkt,Stretch ascent jkt|уровень: 0.999998| id: 267,R2 jkt|уровень: 0.999477| id: 380,Storm light jkt|уровень: 0.999446| id: 385
387,Lw sun hoody,Araveto jkt|уровень: 0.999027| id: 460,Rock guide shorts|уровень: 0.998971| id: 114,Runshade top|уровень: 0.998961| id: 116
388,Lw travel courier,Simple guide pants|уровень: 0.999359| id: 352,Traverse pants|уровень: 0.999326| id: 330,Simple guide pants|уровень: 0.999245| id: 216
389,Reg fit organic ctn jeans-short,Reg fit organic ctn jeans-reg|уровень: 0.999982| id: 108,Reg fit organic ctn jeans-long|уровень: 0.999981| id: 107,Shop pants|уровень: 0.999213| id: 349
390,Relax fit organic ctn jeans-long,Relax fit organic ctn jeans-shor|уровень: 0.999980| id: 109,Relax fit organic ctn jeans-reg|уровень: 0.999977| id: 391,Reg fit organic ctn jeans-long|уровень: 0.999140| id: 107
391,Relax fit organic ctn jeans-reg,Relax fit organic ctn jeans-shor|уровень: 0.999982| id: 109,Relax fit organic ctn jeans-long|уровень: 0.999977| id: 390,Reg fit organic ctn jeans-reg|уровень: 0.999135| id: 108
392,Lw travel sling,Lw travel duffel|уровень: 0.999207| id: 82,Freewheeler|уровень: 0.999206| id: 41,Freewheeler max|уровень: 0.999122| id: 420
393,Lw travel tote,Mlc wheelie|уровень: 0.999541| id: 93,Lw travel pack|уровень: 0.999471| id: 83,Hip chest pack|уровень: 0.999450| id: 54
394,Wavefarer board shorts-21 in.,Twenty-three's board shorts|уровень: 0.999466| id: 145,Nano puff p/o|уровень: 0.999295| id: 457,River shorts|уровень: 0.999292| id: 401
395,"Wild steelhead, alaska poster",Flyfishing the athabasca poster|уровень: 0.999182| id: 489,Lead an examined life poster|уровень: 0.998990| id: 68,Traversing auguille d'entreves|уровень: 0.998801| id: 331
396,Wind path t-shirt,Tarpon t-shirt|уровень: 0.999521| id: 321,Planer t-shirt|уровень: 0.999502| id: 101,Birdwalk t-shirt|уровень: 0.999493| id: 166
397,Marlwalker,Riverwalker|уровень: 0.999745| id: 112,Riverwalker|уровень: 0.999740| id: 419,Riverwalker|уровень: 0.999694| id: 113
398,Marlwalker pants,Dala horse t-shirt|уровень: 0.999270| id: 176,World trout t-shirt|уровень: 0.999236| id: 151,Owlin around t-shirt|уровень: 0.999218| id: 288
399,Retro grade shorts,Cap 3 bottoms|уровень: 0.999502| id: 441,Cap 3 bottoms|уровень: 0.999440| id: 439,Cap 2 bottoms|уровень: 0.999390| id: 495
400,Reversible phone home,Cap 1 boxer briefs|уровень: 0.998230| id: 18,Thrift shorts|уровень: 0.998227| id: 325,Araveto hooded jkt|уровень: 0.998057| id: 459
401,River shorts,Wavefarer board shorts-21 in.|уровень: 0.999292| id: 394,Paddler board shorts|уровень: 0.999239| id: 99,Bucket hat|уровень: 0.999167| id: 16
402,Hip pack,Minimass|уровень: 0.999370| id: 92,Down sweater vest|уровень: 0.999099| id: 34,Great divider|уровень: 0.999003| id: 48
403,Hooded monk sweatshirt,Undercover cami|уровень: 0.999174| id: 232,S/s stretch t|уровень: 0.999095| id: 127,Borderless capris|уровень: 0.998985| id: 167
404,Houdini full-zip jkt,Houdini full-zip jkt|уровень: 0.999960| id: 292,Alpine wind jkt|уровень: 0.999468| id: 307,Alpine wind jkt|уровень: 0.999430| id: 4
405,Merino 2 bottoms,Merino 2 bottoms|уровень: 0.999811| id: 265,Merino 1 tank|уровень: 0.999762| id: 200,Merino 1 crew|уровень: 0.999746| id: 259
406,Merino 2 crew,Merino 2 crew|уровень: 0.999736| id: 201,Merino 2 bottoms|уровень: 0.999712| id: 405,Merino 2 t-shirt|уровень: 0.999699| id: 89
407,Baggies shorts,Nano puff p/o|уровень: 0.999270| id: 457,Wavefarer board shorts-21 in.|уровень: 0.999132| id: 394,Morning glory skirt|уровень: 0.999129| id: 271
408,Boardie shorts,Girl's boardie shorts|уровень: 0.999701| id: 45,R1 p/o|уровень: 0.998875| id: 263,Microburst jkt|уровень: 0.998826| id: 414
409,Sun glove,L/s rashguard|уровень: 0.998467| id: 194,S/s island hopper shirt|уровень: 0.998204| id: 124,Merino 1 crew|уровень: 0.998173| id: 86
410,Sun mask,Active boxer briefs|уровень: 0.999304| id: 493,Baby tag you're it t-shirt|уровень: 0.999214| id: 475,Active briefs|уровень: 0.999202| id: 494
411,Sunshade shirt,Cap 1 graphic t-shirt|уровень: 0.999039| id: 339,Baggies shorts|уровень: 0.999007| id: 407,L/s island hopper shirt|уровень: 0.999006| id: 75
412,Cap 3 crew,Cap 3 bottoms|уровень: 0.998953| id: 60,Cap 1 boxer briefs|уровень: 0.998935| id: 18,Wavefarer board shorts|уровень: 0.998702| id: 324
413,Duality jkt,Baby duality jkt|уровень: 0.999404| id: 468,Lw travel pack|уровень: 0.998835| id: 83,Simple guide jkt|уровень: 0.998770| id: 119
414,Microburst jkt,Storm light jkt|уровень: 0.999296| id: 266,Guide jkt|уровень: 0.999258| id: 183,Storm light jkt|уровень: 0.999167| id: 385
415,Micro puff vest,Micro puff vest|уровень: 0.999935| id: 203,Alpine wind jkt|уровень: 0.999566| id: 307,Alpine wind jkt|уровень: 0.999534| id: 4
416,Micro d-luxe cardigan,Baby micro d-luxe cardigan|уровень: 0.998907| id: 8,Synch vest|уровень: 0.998647| id: 320,Baby synch vest|уровень: 0.998512| id: 474
417,Rashguard,Light and variable surf trunks|уровень: 0.998796| id: 69,Rock guide pants|уровень: 0.998741| id: 212,Rock guide shorts|уровень: 0.998662| id: 213
418,Sunshade hoody,Morning glory cross-back tank|уровень: 0.999163| id: 205,Elias sweatshirt|уровень: 0.999038| id: 38,Cap 1 bottoms|уровень: 0.999027| id: 17
419,Riverwalker,Riverwalker|уровень: 0.999879| id: 112,Riverwalker|уровень: 0.999858| id: 113,Marlwalker|уровень: 0.999740| id: 397
420,Freewheeler max,Freewheeler|уровень: 0.999721| id: 41,Lw travel sling|уровень: 0.999122| id: 392,Borderless shorts-7 in.|уровень: 0.999118| id: 15
421,Friction belt,Velocity visor|уровень: 0.998585| id: 343,Travel belt|уровень: 0.998305| id: 141,Minimalist board shorts-19 in.|уровень: 0.998157| id: 91
422,Future of the earth t-shirt,Trout head t-shirt|уровень: 0.999457| id: 332,Tarpon t-shirt|уровень: 0.999444| id: 321,Mountain island t-shirt|уровень: 0.999254| id: 94
423,Torrentshell pants,Torrentshell jkt|уровень: 0.999219| id: 66,Deep wading jkt|уровень: 0.999100| id: 32,Guidewater duffle|уровень: 0.999033| id: 438
424,Trim brim hat,Baby sun bucket hat|уровень: 0.998678| id: 9,Hotline top|уровень: 0.998597| id: 291,Morning glory skirt|уровень: 0.998572| id: 271
425,Trucker hat,Duck shorts|уровень: 0.998095| id: 482,Special edition pataloha shirt|уровень: 0.997893| id: 122,Stretch wading belt|уровень: 0.997876| id: 132
426,Gi ii zip-off pants,S/s sol patrol shirt|уровень: 0.999451| id: 226,Gi ii shorts|уровень: 0.999413| id: 43,Gi ii pants|уровень: 0.999297| id: 42
427,Girl's baggies shorts,Baggies shorts|уровень: 0.999279| id: 311,Baggies shorts|уровень: 0.999100| id: 407,Wavefarer board shorts-21 in.|уровень: 0.998792| id: 394
428,Girl's beach skirt,Morning glory skirt|уровень: 0.998086| id: 271,Active boy shorts|уровень: 0.998067| id: 298,Baggies shorts|уровень: 0.997926| id: 407
429,Mlc,Borderless shorts-7 in.|уровень: 0.999549| id: 15,Atom|уровень: 0.999542| id: 6,Mlc wheelie|уровень: 0.999509| id: 93
430,Mlc burrito,Merino 2 dress|уровень: 0.998973| id: 202,Riverwalker|уровень: 0.998715| id: 113,Guidewater jkt|уровень: 0.998678| id: 50
431,Girl's live simply deer t-shirt,Girl's live simply seal t-shirt|уровень: 0.999893| id: 432,Live simply guitar t-shirt|уровень: 0.999843| id: 64,Flying fish t-shirt|уровень: 0.999721| id: 62
432,Girl's live simply seal t-shirt,Girl's live simply deer t-shirt|уровень: 0.999893| id: 431,Live simply guitar t-shirt|уровень: 0.999889| id: 64,Gpiw classic t-shirt|уровень: 0.999739| id: 63
433,Girl's t-back one piece,Active classic cami|уровень: 0.999023| id: 300,Shop pants|уровень: 0.999003| id: 118,Shop pants|уровень: 0.998979| id: 117
434,Girl's two-piece set,Serenity capris|уровень: 0.998999| id: 245,Morning glory tights|уровень: 0.998673| id: 272,Active boy shorts|уровень: 0.998405| id: 298
435,Lightwire,Critical mass|уровень: 0.999547| id: 455,Crosstown|уровень: 0.999515| id: 30,Lw travel tote|уровень: 0.999389| id: 393
436,Lightwire brief,Daily grind|уровень: 0.999558| id: 463,Mlc wheelie|уровень: 0.999242| id: 93,Single shot|уровень: 0.999171| id: 353
437,Guide jkt,Guide jkt|уровень: 0.999951| id: 183,Storm light jkt|уровень: 0.999394| id: 385,Sst jkt|уровень: 0.999338| id: 128
438,Guidewater duffle,Guidewater duffle|уровень: 0.999723| id: 49,Great divider|уровень: 0.999125| id: 48,Deep wading jkt|уровень: 0.999085| id: 32
439,Cap 3 bottoms,Cap 3 bottoms|уровень: 0.999812| id: 441,Cap 2 bottoms|уровень: 0.999600| id: 495,Cap 3 crew|уровень: 0.999574| id: 442
440,Cap 3 crew,Cap 3 crew|уровень: 0.999728| id: 442,Cap 3 zip neck|уровень: 0.999716| id: 23,Girona board shorts|уровень: 0.999388| id: 286
441,Cap 3 bottoms,Cap 3 bottoms|уровень: 0.999812| id: 439,Cap 2 bottoms|уровень: 0.999526| id: 495,Retro grade shorts|уровень: 0.999502| id: 399
442,Cap 3 crew,Cap 3 zip neck|уровень: 0.999767| id: 23,Cap 3 crew|уровень: 0.999728| id: 440,Cap 3 bottoms|уровень: 0.999574| id: 439
443,Guidewater pants,Guidewater shorts|уровень: 0.999712| id: 51,Baby live simply seal t-shirt|уровень: 0.999245| id: 470,Ultra shorts|уровень: 0.999203| id: 146
444,Guidewater shirt,Guidewater jkt|уровень: 0.999174| id: 50,Inter-continental capris|уровень: 0.999128| id: 186,L/s runshade top|уровень: 0.999100| id: 195
445,Cap 4 zip neck,Cap 4 zip neck|уровень: 0.999726| id: 276,Stretch ascent jkt|уровень: 0.999079| id: 267,Stretch ascent jkt|уровень: 0.999045| id: 386
446,Caribou north wind t-shirt,Mountain island t-shirt|уровень: 0.999505| id: 94,Squid t-shirt|уровень: 0.999504| id: 123,The more you know t-shirt|уровень: 0.999458| id: 138
447,Cerro torre one t-shirt,Wind path t-shirt|уровень: 0.999377| id: 396,Tarpon t-shirt|уровень: 0.999302| id: 321,Peregrine t-shirt|уровень: 0.999234| id: 371
448,Logo visor,Velocity visor|уровень: 0.998701| id: 343,Logo hat|уровень: 0.998122| id: 73,Cap 3 bottoms|уровень: 0.998016| id: 60
449,Long haul runners,Araveto jkt|уровень: 0.999199| id: 460,Barely hipster|уровень: 0.999167| id: 317,R1 p/o|уровень: 0.999151| id: 105
450,L/s el ray shirt,S/s el ray shirt|уровень: 0.999614| id: 357,S/s island hopper shirt|уровень: 0.999063| id: 124,Merino 1 crew|уровень: 0.998733| id: 86
451,Compound cargo pants,Compound cargo pants|уровень: 0.999991| id: 27,Compound cargo pants|уровень: 0.999991| id: 26,Compound cargo shorts|уровень: 0.999889| id: 452
452,Compound cargo shorts,Compound cargo pants|уровень: 0.999889| id: 451,Compound cargo pants|уровень: 0.999882| id: 27,Compound cargo pants|уровень: 0.999876| id: 26
453,Continental pants,Continental shorts|уровень: 0.999447| id: 28,Riverwalker|уровень: 0.998623| id: 112,S/s sol patrol shirt|уровень: 0.998574| id: 361
454,Guidewater waders,Guidewater waders|уровень: 0.999994| id: 467,Watermaster waders|уровень: 0.999807| id: 354,Watermaster waders|уровень: 0.999801| id: 152
455,Critical mass,Half mass|уровень: 0.999910| id: 485,Lightwire|уровень: 0.999547| id: 435,Crosstown|уровень: 0.999399| id: 30
456,Mw hiking crew socks,Ulw hiking crew socks|уровень: 0.999434| id: 147,Lw hiking crew socks|уровень: 0.999341| id: 80,Lw endurance quarter socks|уровень: 0.999206| id: 79
457,Nano puff p/o,Nano puff p/o|уровень: 0.999710| id: 279,Inter-continental pants|уровень: 0.999367| id: 187,Micro puff vest|уровень: 0.999339| id: 203
458,Araveto 1/4 zip jkt,El cap jkt|уровень: 0.999076| id: 61,El cap jkt|уровень: 0.999006| id: 179,Gi ii pants|уровень: 0.998986| id: 42
459,Araveto hooded jkt,Borderless gi shorts|уровень: 0.999167| id: 58,Araveto jkt|уровень: 0.999045| id: 460,Aravis hoody|уровень: 0.998974| id: 159
460,Araveto jkt,Guidewater jkt|уровень: 0.999285| id: 50,L/s runshade top|уровень: 0.999239| id: 476,Long haul runners|уровень: 0.999199| id: 449
461,Custodian pants,Custodian pants|уровень: 0.999983| id: 462,Custodian pants|уровень: 0.999982| id: 31,Shop pants|уровень: 0.999356| id: 117
462,Custodian pants,Custodian pants|уровень: 0.999983| id: 461,Custodian pants|уровень: 0.999982| id: 31,Shop pants|уровень: 0.999360| id: 118
463,Daily grind,Single shot|уровень: 0.999701| id: 353,Lightwire brief|уровень: 0.999558| id: 436,Half mass|уровень: 0.999156| id: 485
464,Baby baggies apron dress,Cap 1 scoop|уровень: 0.998940| id: 340,Baggies shorts|уровень: 0.998806| id: 407,L/s island hopper shirt|уровень: 0.998797| id: 75
465,Baby baggies shorts,Cap 2 zip neck|уровень: 0.999517| id: 174,Baggies shorts|уровень: 0.999069| id: 311,Cap 2 t-shirt|уровень: 0.999007| id: 21
466,Baby circus t-shirt,North coast t-shirt|уровень: 0.999340| id: 287,Rockpile t-shirt|уровень: 0.999266| id: 115,Planer t-shirt|уровень: 0.999233| id: 101
467,Guidewater waders,Guidewater waders|уровень: 0.999994| id: 454,Watermaster waders|уровень: 0.999812| id: 354,Watermaster waders|уровень: 0.999805| id: 152
468,Baby duality jkt,Duality jkt|уровень: 0.999404| id: 413,Simple guide jkt|уровень: 0.998459| id: 119,Simple guide jkt|уровень: 0.998283| id: 215
469,Baby live simply deer t-shirt,Baby live simply seal t-shirt|уровень: 0.999501| id: 470,Gravitee tank|уровень: 0.999448| id: 182,Guidewater shorts|уровень: 0.999349| id: 51
470,Baby live simply seal t-shirt,Baby live simply deer t-shirt|уровень: 0.999501| id: 469,Guidewater shorts|уровень: 0.999283| id: 51,Live simply pelican t-shirt|уровень: 0.999255| id: 335
471,Double haul,L/s island hopper shirt|уровень: 0.999400| id: 75,S/s island hopper shirt|уровень: 0.999363| id: 124,Hip chest pack|уровень: 0.999315| id: 54
472,Down sweater,Down sweater|уровень: 0.999955| id: 178,Down sweater vest|уровень: 0.999823| id: 34,Down sweater vest|уровень: 0.999647| id: 281
473,Baby synch cardigan,Synch marsupial|уровень: 0.999217| id: 65,El cap jkt|уровень: 0.998733| id: 179,Baby synch vest|уровень: 0.998667| id: 474
474,Baby synch vest,Synch marsupial|уровень: 0.998788| id: 65,Baby micro d-luxe cardigan|уровень: 0.998768| id: 8,All-time shell|уровень: 0.998669| id: 301
475,Baby tag you're it t-shirt,Text logo t-shirt|уровень: 0.999353| id: 137,Butterfly logo t-shirt|уровень: 0.999336| id: 169,Gravitee tank|уровень: 0.999304| id: 182
476,L/s runshade top,Runshade top|уровень: 0.999848| id: 116,L/s runshade top|уровень: 0.999577| id: 195,Mlc|уровень: 0.999438| id: 429
477,L/s sol patrol shirt,S/s sol patrol shirt|уровень: 0.999406| id: 361,Guidewater vest|уровень: 0.998985| id: 52,Borderless trek zip-off pants|уровень: 0.998921| id: 484
478,Bimini cap,Surf brim|уровень: 0.998826| id: 134,Beach bucket|уровень: 0.998794| id: 12,Print bibiana tankini|уровень: 0.998547| id: 240
479,Borderless messenger shorts,Borderless trek pants|уровень: 0.999530| id: 483,Inter-continental capris|уровень: 0.999272| id: 186,Guidewater shorts|уровень: 0.999269| id: 51
480,Duck pants,Duck pants|уровень: 0.999984| id: 481,Duck pants|уровень: 0.999983| id: 36,Custodian pants|уровень: 0.999110| id: 31
481,Duck pants,Duck pants|уровень: 0.999984| id: 480,Duck pants|уровень: 0.999983| id: 36,Custodian pants|уровень: 0.999029| id: 462
482,Duck shorts,L/s island hopper shirt|уровень: 0.999338| id: 75,Simply organic polo|уровень: 0.999334| id: 247,Shop pants|уровень: 0.999238| id: 118
483,Borderless trek pants,Borderless trek zip-off pants|уровень: 0.999623| id: 484,Borderless shorts-11 in.|уровень: 0.999599| id: 14,Borderless messenger shorts|уровень: 0.999530| id: 479
484,Borderless trek zip-off pants,Borderless trek pants|уровень: 0.999623| id: 483,Riverwalker vest|уровень: 0.999313| id: 341,Cap 1 bottoms|уровень: 0.999288| id: 17
485,Half mass,Critical mass|уровень: 0.999910| id: 455,Lw travel tote|уровень: 0.999378| id: 393,Mlc wheelie|уровень: 0.999367| id: 93
486,Cap 1 crew,Cap 1 scoop|уровень: 0.999511| id: 340,Cap 1 t-shirt|уровень: 0.999429| id: 171,Cap 1 bottoms|уровень: 0.999303| id: 170
487,Cap 1 graphic crew,Cap 1 graphic t-shirt|уровень: 0.999670| id: 19,Cap 1 graphic t-shirt|уровень: 0.999625| id: 339,Cap 1 t-shirt|уровень: 0.999275| id: 20
488,Fitz roy study t-shirt,Trout silhouette t-shirt|уровень: 0.999498| id: 143,Yosemite essence t-shirt|уровень: 0.999423| id: 238,Baby tag you're it t-shirt|уровень: 0.999296| id: 475
489,Flyfishing the athabasca poster,Lead an examined life poster|уровень: 0.999188| id: 68,"Wild steelhead, alaska poster|уровень: 0.999182| id: 395",Traversing auguille d'entreves|уровень: 0.999173| id: 331
490,Flying fish 2 t-shirt,Planer t-shirt|уровень: 0.999283| id: 101,Mountain island t-shirt|уровень: 0.999260| id: 94,Wind path t-shirt|уровень: 0.999223| id: 396
491,Freedom to roam t-shirt,Freedom to roam t-shirt|уровень: 1.000000| id: 491,Simply organic tee|уровень: 0.998573| id: 249,Sonar so no t-shirt|уровень: 0.998458| id: 121
492,'73 logo t-shirt,Planer t-shirt|уровень: 0.999574| id: 101,Text logo t-shirt|уровень: 0.999488| id: 137,Organic logo t-shirt|уровень: 0.999410| id: 97
493,Active boxer briefs,Sun mask|уровень: 0.999304| id: 410,Cap 3 bottoms|уровень: 0.999210| id: 441,Cap 3 bottoms|уровень: 0.999206| id: 439
